	SRA6357070_rsem.genes.results	SRA6357071_rsem.genes.results	SRA6357072_rsem.genes.results
YOR296W	1752	2752	1972
YOR297C	487	823	664
YOR298C-A	6271	8627	6366
YOR298W	56	87	71
YOR299W	2451	3669	2739
YOR300W	41	76	85
YOR301W	1285	1998	1606
YOR302W	0	0	0
YOR303W	3885	6298	3760
YOR304C-A	76	144	120
YOR304W	3698	5265	4148
YOR305W	762	999	822
YOR306C	1332	1923	1636
YOR307C	1461	2039	1668
YOR308C	1006	1446	1047
YOR309C	1000	1238	967
YOR310C	17257	25383	19948
YOR311C	1131	1943	1475
YOR312C	27616	40853	35843
YOR313C	72	91	91
YOR314W	0	0	0
YOR314W-A	0	0	0
YOR315W	2175	3736	3054
YOR316C	1387	1822	1518
YOR316C-A	4	11	9
YOR317W	6448	8724	6730
YOR318C	9	23	14
YOR319W	388	595	477
YOR320C	2300	3423	2513
YOR321W	2043	3120	2462
YOR322C	3070	4278	3253
YOR323C	8458	12032	9265
YOR324C	1204	1942	1457
YOR325W	1	1	1
YOR326W	18388	26543	19580
YOR327C	753	1410	1119
YOR328W	1608	2436	1735
YOR329C	1929	2686	2389
YOR329W-A	0	0	1
YOR330C	3507	5201	4220
YOR331C	2	7	2
YOR332W	9905	14902	11941
YOR333C	2	1	2
YOR334W	419	725	573
YOR335C	36048	51441	38703
YOR335W-A	0	0	0
YOR336W	3807	5929	4438
YOR337W	1277	2312	1840
YOR338W	775	1280	929
YOR339C	15	34	25
YOR340C	3484	5082	3775
YOR341W	48848	65355	49778
YOR342C	1655	2609	2105
YOR343C	11	4	11
YOR343W-A	0	0	0
YOR343W-B	5964	8757	6489
YOR344C	4177	5690	5540
YOR345C	1	3	2
YOR346W	3082	4387	3396
YOR347C	890	1421	1036
YOR348C	95	142	121
YOR349W	750	1004	773
YOR350C	1044	1514	1259
YOR351C	7	11	11
YOR352W	599	843	702
YOR353C	1262	1881	1406
YOR354C	2842	4209	2928
YOR355W	7255	9419	7588
YOR356W	2689	3993	3209
YOR357C	604	857	706
YOR358W	176	335	254
YOR359W	1379	1991	1832
YOR360C	2700	3997	3104
YOR361C	17051	23659	19454
YOR362C	4129	5767	4642
YOR363C	1051	1663	1211
YOR364W	15	20	16
YOR365C	7	16	16
YOR366W	14	30	12
YOR367W	691	909	749
YOR368W	528	663	494
YOR369C	45373	58338	54143
YOR370C	5170	7488	5806
YOR371C	2166	3104	2423
YOR372C	2022	2897	2381
YOR373W	1420	2011	1647
YOR374W	2852	4667	2348
YOR375C	18454	24166	22547
YOR376W	0	1	1
YOR376W-A	7	10	14
YOR377W	1610	2388	1886
YOR378W	124	214	128
YOR379C	15	21	18
YOR380W	428	619	530
YOR381W	462	663	494
YOR381W-A	1	0	0
YOR382W	544	707	771
YOR383C	1058	1640	1523
YOR384W	112	125	116
YOR385W	2395	3718	3090
YOR386W	526	842	600
YOR387C	3	7	3
YOR388C	9	17	27
YOR389W	334	383	302
YOR390W	543	889	662
YOR391C	0	4	0
YOR392W	1	1	1
YOR393W	23	27	38
YOR394C-A	0	0	0
YOR394W	1	1	1
YOR396C-A	0	0	0
YOR396W	2097	6677	2900
YPL001W	835	1187	1046
YPL002C	281	515	337
YPL003W	518	772	601
YPL004C	6721	10321	8477
YPL005W	448	681	530
YPL006W	3350	5548	3876
YPL007C	1096	1542	1150
YPL008W	1071	1591	1228
YPL009C	3055	5243	4173
YPL010W	2437	3404	2869
YPL011C	1054	1450	1151
YPL012W	14981	22152	16525
YPL013C	378	537	391
YPL014W	2361	2779	2694
YPL015C	1697	2755	2147
YPL016W	2879	3805	3441
YPL017C	119	161	143
YPL018W	577	901	691
YPL019C	32217	49676	36802
YPL020C	1684	2468	1836
YPL021W	0	0	0
YPL022W	3053	4459	3350
YPL023C	3176	4328	3303
YPL024W	335	573	350
YPL025C	7	16	7
YPL026C	1286	1889	1632
YPL027W	2	6	4
YPL028W	10162	15849	12261
YPL029W	1153	1776	1348
YPL030W	2029	2949	2443
YPL031C	1213	1588	1295
YPL032C	7182	10005	8564
YPL033C	4	15	14
YPL034W	202	309	230
YPL035C	0	0	0
YPL036W	427	632	449
YPL037C	9981	15241	13058
YPL038W	377	589	492
YPL038W-A	11	4	5
YPL039W	359	553	411
YPL040C	1336	2067	1469
YPL041C	189	286	228
YPL042C	1175	1609	1269
YPL043W	5325	8501	6378
YPL044C	2	1	6
YPL045W	1690	2444	1780
YPL046C	105	174	116
YPL047W	96	177	132
YPL048W	11048	17020	13150
YPL049C	2705	3934	3531
YPL050C	3871	5295	4129
YPL051W	440	578	464
YPL052W	401	573	460
YPL053C	2614	3840	2964
YPL054W	22	51	22
YPL055C	767	1020	885
YPL056C	44	67	52
YPL057C	3644	5128	4287
YPL058C	7401	9682	4767
YPL059W	839	1071	896
YPL060C-A	488	745	538
YPL060W	516	637	514
YPL061W	30529	54502	35168
YPL062W	0	0	2
YPL063W	4976	7632	5912
YPL064C	766	1111	860
YPL065W	503	554	486
YPL066W	1526	2118	1772
YPL067C	384	399	438
YPL068C	372	577	550
YPL069C	565	844	741
YPL070W	1503	2092	1575
YPL071C	275	381	302
YPL072W	401	652	476
YPL073C	0	1	0
YPL074W	1456	2197	1832
YPL075W	3449	5119	3711
YPL076W	312	470	360
YPL077C	214	376	279
YPL078C	3291	4573	3767
YPL079W	22485	29794	26376
YPL080C	0	0	0
YPL081W	3682	5735	3979
YPL082C	11483	16149	13073
YPL083C	1160	1777	1330
YPL084W	3510	5121	3899
YPL085W	10789	16642	14123
YPL086C	4058	5864	4381
YPL087W	1380	2094	1510
YPL088W	348	540	374
YPL089C	2673	3616	2809
YPL090C	47741	72619	59308
YPL091W	5937	8430	6055
YPL092W	1124	1816	1073
YPL093W	14232	22652	17160
YPL094C	2676	4651	3360
YPL095C	469	811	563
YPL096C-A	48	65	66
YPL096W	538	760	577
YPL097W	647	1002	668
YPL098C	487	817	621
YPL099C	358	485	377
YPL100W	991	1374	1014
YPL101W	1994	2802	2180
YPL102C	2	2	2
YPL103C	777	1156	832
YPL104W	897	1548	1093
YPL105C	3964	6355	4917
YPL106C	88423	122353	91596
YPL107W	273	449	374
YPL108W	237	338	255
YPL109C	686	985	733
YPL110C	2635	3850	2832
YPL111W	3020	3802	2972
YPL112C	1455	1929	1515
YPL113C	98	179	143
YPL114W	81	95	83
YPL115C	3777	5126	3926
YPL116W	1669	2356	1714
YPL117C	3372	4550	3764
YPL118W	1751	2781	2003
YPL119C	227	396	271
YPL119C-A	17	41	14
YPL120W	842	1099	886
YPL121C	1	1	1
YPL122C	1407	2095	1602
YPL123C	363	497	355
YPL124W	206	280	223
YPL125W	3440	5187	3789
YPL126W	9322	13815	10870
YPL127C	2037	3142	2556
YPL128C	1765	2797	2309
YPL129W	1948	2767	2209
YPL130W	5	10	5
YPL131W	103942	145390	122064
YPL132W	503	699	493
YPL133C	561	901	677
YPL134C	365	562	487
YPL135C-A	0	0	0
YPL135W	1213	1919	1343
YPL136W	1	2	2
YPL137C	6929	10163	6308
YPL138C	637	940	655
YPL139C	799	1241	929
YPL140C	621	998	687
YPL141C	1983	2736	2358
YPL142C	3	5	6
YPL143W	19062	25688	23515
YPL144W	306	417	352
YPL145C	7804	11419	9321
YPL146C	2823	4257	3323
YPL147W	256	343	276
YPL148C	83	123	87
YPL149W	958	1311	1055
YPL150W	1677	2332	1801
YPL151C	943	1380	1093
YPL152W	573	756	663
YPL152W-A	0	0	0
YPL153C	777	1191	881
YPL154C	8373	13739	10498
YPL155C	1111	1521	1375
YPL156C	602	850	859
YPL157W	626	1033	800
YPL158C	2754	3914	3245
YPL159C	641	1028	784
YPL160W	45124	64414	50176
YPL161C	1025	1376	1122
YPL162C	472	692	604
YPL163C	2399	3787	2899
YPL164C	841	1111	777
YPL165C	77	82	91
YPL166W	188	220	189
YPL167C	1157	1634	1220
YPL168W	589	741	629
YPL169C	3128	4465	3677
YPL170W	197	340	279
YPL171C	23	33	29
YPL172C	664	1035	699
YPL173W	707	1044	758
YPL174C	1044	1507	1052
YPL175W	893	1297	1010
YPL176C	2791	3531	2686
YPL177C	2114	2584	2122
YPL178W	1540	2196	1855
YPL179W	2992	4785	3915
YPL180W	1519	2190	1751
YPL181W	1377	2096	1654
YPL182C	0	0	0
YPL183C	5929	8987	6962
YPL183W-A	179	360	289
YPL184C	3809	5258	4559
YPL185W	8	9	8
YPL186C	72	108	93
YPL187W	4	5	14
YPL188W	1196	1530	1179
YPL189C-A	62	113	107
YPL189W	130	167	132
YPL190C	5700	8366	6678
YPL191C	281	400	306
YPL192C	10	4	3
YPL193W	938	1345	1081
YPL194W	684	955	768
YPL195W	5095	7721	5876
YPL196W	530	748	618
YPL197C	1	12	11
YPL198W	6486	9299	6681
YPL199C	2152	2844	2301
YPL200W	7	5	1
YPL201C	54	63	48
YPL202C	1020	1489	1083
YPL203W	1036	1464	1063
YPL204W	3641	5339	4208
YPL205C	3	5	1
YPL206C	819	1291	1064
YPL207W	3939	6167	4471
YPL208W	1891	2372	1984
YPL209C	228	292	228
YPL210C	5240	6914	5636
YPL211W	1877	2650	2088
YPL212C	3437	5304	4155
YPL213W	370	518	430
YPL214C	968	1382	999
YPL215W	1209	1860	1364
YPL216W	593	956	692
YPL217C	6846	10851	8051
YPL218W	5379	7731	6230
YPL219W	639	918	739
YPL220W	32937	48904	40006
YPL221W	6587	9462	7453
YPL222C-A	14	33	38
YPL222W	781	1187	816
YPL223C	33	57	34
YPL224C	963	1481	1199
YPL225W	2344	3680	2896
YPL226W	30592	43419	35506
YPL227C	1460	2272	1763
YPL228W	1695	2272	1880
YPL229W	189	311	274
YPL230W	132	183	164
YPL231W	102774	147570	124323
YPL232W	2225	3151	2605
YPL233W	436	710	528
YPL234C	2366	3819	3191
YPL235W	3973	5775	4585
YPL236C	435	640	506
YPL237W	8018	13432	10175
YPL238C	2	9	3
YPL239W	1172	1813	1352
YPL240C	27300	37321	23916
YPL241C	366	553	463
YPL242C	3904	6017	4804
YPL243W	5403	7636	6172
YPL244C	1214	1806	1374
YPL245W	1403	1894	1628
YPL246C	1906	2911	2356
YPL247C	913	1357	1000
YPL248C	328	428	394
YPL249C	1724	2782	2060
YPL249C-A	9521	14943	13448
YPL250C	260	386	324
YPL250W-A	3	4	3
YPL251W	2	1	2
YPL252C	607	1023	817
YPL253C	609	833	667
YPL254W	1352	1950	1460
YPL255W	423	654	468
YPL256C	3159	4757	4036
YPL257W	66	93	106
YPL257W-A	0	0	0
YPL257W-B	37644	76499	40210
YPL258C	346	472	321
YPL259C	1951	2774	2306
YPL260W	3480	4645	3656
YPL261C	0	0	0
YPL262W	6446	9915	7601
YPL263C	5478	7270	5642
YPL264C	111	147	129
YPL265W	4546	7468	4288
YPL266W	2848	4115	3166
YPL267W	291	404	350
YPL268W	1700	2605	1884
YPL269W	846	1194	1006
YPL270W	2685	4004	3142
YPL271W	289	372	398
YPL272C	162	239	160
YPL273W	6039	8442	6745
YPL274W	2993	5089	2561
YPL275W	6	0	1
YPL276W	0	0	0
YPL277C	108	136	113
YPL278C	10	16	14
YPL279C	448	774	653
YPL280W	6	10	9
YPL281C	23	27	38
YPL282C	1	1	1
YPL283C	3369	8093	5384
YPL283W-A	4	9	25
YPL283W-B	2	0	0
YPR001W	58	102	92
YPR002C-A	1	0	0
YPR002W	157	273	135
YPR003C	945	1387	1020
YPR004C	2584	3892	3012
YPR005C	143	248	170
YPR006C	264	350	285
YPR007C	60	85	60
YPR008W	3129	4368	3212
YPR009W	749	1071	787
YPR010C	30311	42269	32960
YPR010C-A	176	197	189
YPR011C	525	822	602
YPR012W	0	5	4
YPR013C	547	662	677
YPR014C	2	0	0
YPR015C	48	67	53
YPR016C	5465	7531	6196
YPR016W-A	0	0	0
YPR017C	242	389	294
YPR018W	795	1283	993
YPR019W	3627	5113	4039
YPR020W	469	728	641
YPR021C	1480	2095	1551
YPR022C	3027	4539	3429
YPR023C	1981	3033	2289
YPR024W	5578	8124	5635
YPR025C	931	1273	1049
YPR026W	1036	1456	991
YPR027C	10	7	11
YPR028W	4225	6452	4966
YPR029C	3541	5634	4195
YPR030W	363	589	394
YPR031W	887	1423	1021
YPR032W	2478	3244	2671
YPR033C	12311	17520	13331
YPR034W	2253	3215	2644
YPR035W	16365	25208	19829
YPR036W	11125	16596	13507
YPR036W-A	244	494	305
YPR037C	577	799	669
YPR038W	1	3	1
YPR039W	1	2	3
YPR040W	788	1142	919
YPR041W	6765	10746	8209
YPR042C	2996	4230	3214
YPR043W	14368	20554	19969
YPR044C	1	4	2
YPR045C	1504	2266	1718
YPR046W	229	300	255
YPR047W	458	781	541
YPR048W	1538	2260	1722
YPR049C	1399	1982	1487
YPR050C	9	10	8
YPR051W	463	625	497
YPR052C	1180	1944	1907
YPR053C	498	821	726
YPR054W	52	59	49
YPR055W	3038	4201	3213
YPR056W	863	1224	981
YPR057W	797	1220	840
YPR058W	1007	1506	1158
YPR059C	6	5	7
YPR060C	1447	2234	1719
YPR061C	158	235	188
YPR062W	923	1482	1351
YPR063C	1160	1701	1523
YPR064W	0	4	10
YPR065W	2180	2766	2449
YPR066W	230	351	273
YPR067W	391	629	510
YPR068C	343	486	436
YPR069C	9398	13457	10807
YPR070W	1274	1988	1552
YPR071W	272	422	324
YPR072W	3694	5559	4250
YPR073C	1246	1414	1144
YPR074C	49923	72318	56677
YPR074W-A	0	0	1
YPR075C	1892	2904	2227
YPR076W	8	5	5
YPR077C	0	4	0
YPR078C	3	7	8
YPR079W	525	680	529
YPR080W	487631	683345	545067
YPR081C	905	1284	928
YPR082C	286	418	383
YPR083W	691	878	712
YPR084W	779	1163	928
YPR085C	483	671	509
YPR086W	2128	3078	2286
YPR087W	0	0	3
YPR088C	5385	7271	5716
YPR089W	3082	4710	3425
YPR091C	3328	4886	3811
YPR092W	0	2	1
YPR093C	194	280	249
YPR094W	181	242	246
YPR095C	1931	2834	2196
YPR096C	3	13	8
YPR097W	5215	7722	5490
YPR098C	516	666	552
YPR099C	6	10	8
YPR100W	416	662	451
YPR101W	318	457	358
YPR102C	26899	41041	34047
YPR103W	3937	5875	4473
YPR104C	2005	3087	2502
YPR105C	3483	5008	3847
YPR106W	1147	1812	1402
YPR107C	279	467	384
YPR108W	5035	7232	5509
YPR108W-A	0	0	0
YPR109W	566	1000	804
YPR110C	7658	10617	8461
YPR111W	713	983	795
YPR112C	5485	8415	6463
YPR113W	3561	5134	4208
YPR114W	2978	4464	3337
YPR115W	4327	6153	4659
YPR116W	560	766	699
YPR117W	4518	6686	5291
YPR118W	4524	6552	5190
YPR119W	1753	2618	2341
YPR120C	529	775	617
YPR121W	444	668	518
YPR122W	3482	4879	3941
YPR123C	3	11	14
YPR124W	4649	6417	3722
YPR125W	2143	3575	2793
YPR126C	0	0	0
YPR127W	1107	1564	1255
YPR128C	1265	1744	1424
YPR129W	2702	3788	3158
YPR130C	2	3	2
YPR131C	545	895	729
YPR132W	27857	35256	30767
YPR133C	2457	3770	2895
YPR133W-A	221	317	319
YPR134W	380	576	445
YPR135W	2099	3029	2316
YPR136C	0	1	1
YPR137C-A	0	0	0
YPR137C-B	55172	94721	59622
YPR137W	3477	5180	4188
YPR138C	1535	2518	2021
YPR139C	1165	1630	1326
YPR140W	800	1185	909
YPR141C	1260	1646	1351
YPR142C	4	4	4
YPR143W	1393	2090	1631
YPR144C	2980	4611	3756
YPR145C-A	26	32	47
YPR145W	22102	28357	23859
YPR146C	178	231	179
YPR147C	1059	1654	1279
YPR148C	3304	4900	3442
YPR149W	5587	7262	6091
YPR150W	13	15	13
YPR151C	14	12	10
YPR152C	421	689	598
YPR153W	86	158	123
YPR154W	1482	2295	1863
YPR155C	907	1361	947
YPR156C	5265	5921	5615
YPR157W	1541	1491	1445
YPR158C-C	0	0	0
YPR158C-D	93267	162214	93445
YPR158W	651	868	605
YPR158W-A	0	0	0
YPR158W-B	9864	15810	8070
YPR159C-A	0	0	0
YPR159W	8587	13031	9789
YPR160C-A	10	15	4
YPR160W	1112	1804	1261
YPR160W-A	0	0	0
YPR161C	2622	3844	2890
YPR162C	1048	1435	1200
YPR163C	17033	25452	19279
YPR164W	4512	6563	4902
YPR165W	5788	8842	6878
YPR166C	374	602	474
YPR167C	237	470	304
YPR168W	265	439	367
YPR169W	3420	4878	3994
YPR169W-A	12	16	6
YPR170C	2	2	2
YPR170W-A	0	3	2
YPR170W-B	874	1192	1032
YPR171W	1340	2067	1740
YPR172W	787	1213	940
YPR173C	2722	3989	3040
YPR174C	359	573	445
YPR175W	1552	2110	1527
YPR176C	898	1204	1048
YPR177C	1	2	1
YPR178W	625	1095	805
YPR179C	1031	1561	1354
YPR180W	1009	1444	1183
YPR181C	15165	22857	18280
YPR182W	123	191	181
YPR183W	3095	4965	4074
YPR184W	1731	2775	2052
YPR185W	555	1056	792
YPR186C	635	1044	856
YPR187W	2548	4135	3200
YPR188C	665	1049	806
YPR189W	5716	8316	6510
YPR190C	3864	5350	4321
YPR191W	4055	5103	4364
YPR192W	50	68	52
YPR193C	9	25	25
YPR194C	222	394	150
YPR195C	9	22	18
YPR196W	245	388	302
YPR197C	2	7	3
YPR198W	1147	1764	1343
YPR199C	803	1052	843
YPR200C	27	56	41
YPR201W	63	104	92
YPR202W	497	887	615
YPR203W	91	129	115
YPR204C-A	2	0	0
YPR204W	3900	6754	5452
ZOD1	0	0	0
snR10	15915	22292	35663
snR11	9461	13310	19197
snR128	1001	1492	2356
snR13	52	78	102
snR14	215	538	551
snR161	362	633	922
snR17a	84456	130475	197331
snR17b	20161	28020	45300
snR18	0	0	0
snR189	2026	3003	3492
snR19	73736	115915	98824
snR190	24434	50379	58520
snR191	7995	12632	19271
snR24	0	0	0
snR3	2348	5228	7319
snR30	175125	233265	218807
snR31	6651	8770	15083
snR32	1954	5229	6711
snR33	3419	6460	9296
snR34	4134	9126	12180
snR35	11197	14099	21861
snR36	300	497	424
snR37	100498	139852	182932
snR38	0	0	0
snR39	0	0	0
snR39B	0	0	0
snR4	7829	10018	13986
snR40	0	0	0
snR41	0	0	0
snR42	13393	21618	31360
snR43	1974	3775	5325
snR44	1498	1423	2169
snR45	2381	3219	4241
snR46	2585	4165	5984
snR47	0	0	0
snR48	0	0	0
snR49	732	1284	1151
snR5	8162	13557	18437
snR50	0	0	0
snR51	0	0	0
snR52	0	0	0
snR53	0	0	0
snR54	0	0	0
snR55	0	0	0
snR56	0	0	0
snR57	0	0	0
snR58	0	0	0
snR59	0	0	0
snR6	0	0	0
snR60	0	0	0
snR61	0	0	0
snR62	0	0	0
snR63	8148	15645	24041
snR64	0	0	0
snR65	0	0	0
snR66	0	0	0
snR67	0	0	0
snR68	32	48	49
snR69	0	0	0
snR7-L	1293	1804	2800
snR7-S	5636	7003	11090
snR70	1991	2556	3373
snR71	0	0	0
snR72	0	0	0
snR73	0	0	0
snR74	0	0	0
snR75	0	0	0
snR76	0	0	1
snR77	0	0	0
snR78	0	0	0
snR79	0	0	0
snR8	5280	6540	11247
snR80	2340	3540	5582
snR81	621	734	1204
snR82	13234	19665	30584
snR83	25105	42796	54191
snR84	19918	29018	27236
snR85	523	639	771
snR86	91279	144015	111765
snR87	0	0	0
snR9	6859	10281	15172
tA(AGC)D	0	0	0
tA(AGC)F	0	0	0
tA(AGC)G	0	0	0
tA(AGC)H	0	0	0
tA(AGC)J	0	0	0
tA(AGC)K1	0	0	0
tA(AGC)K2	0	0	0
tA(AGC)L	0	0	0
tA(AGC)M1	0	0	0
tA(AGC)M2	0	0	0
tA(AGC)P	0	0	0
tA(UGC)A	0	0	0
tA(UGC)E	0	0	0
tA(UGC)G	0	0	0
tA(UGC)L	0	0	0
tA(UGC)O	0	0	0
tA(UGC)Q	0	0	0
tC(GCA)B	0	0	0
tC(GCA)G	0	0	0
tC(GCA)P1	0	0	0
tC(GCA)P2	0	0	0
tC(GCA)Q	0	0	0
tD(GUC)B	0	0	0
tD(GUC)D	0	0	0
tD(GUC)G1	0	0	0
tD(GUC)G2	0	0	0
tD(GUC)I1	0	0	0
tD(GUC)I2	0	0	0
tD(GUC)J1	0	0	0
tD(GUC)J2	0	0	0
tD(GUC)J3	0	0	0
tD(GUC)J4	0	0	0
tD(GUC)K	0	0	0
tD(GUC)L1	0	0	0
tD(GUC)L2	0	0	0
tD(GUC)M	0	0	0
tD(GUC)N	0	0	0
tD(GUC)O	0	0	0
tD(GUC)Q	0	0	0
tE(CUC)D	0	0	0
tE(CUC)I	0	0	0
tE(UUC)B	0	0	0
tE(UUC)C	0	0	0
tE(UUC)E1	0	0	0
tE(UUC)E2	0	0	0
tE(UUC)E3	0	0	0
tE(UUC)G1	0	0	0
tE(UUC)G2	0	0	0
tE(UUC)G3	0	0	0
tE(UUC)I	0	0	0
tE(UUC)J	0	0	0
tE(UUC)K	0	0	0
tE(UUC)L	0	0	0
tE(UUC)M	0	0	0
tE(UUC)P	0	0	0
tE(UUC)Q	0	0	0
tF(GAA)B	0	0	0
tF(GAA)D	0	0	0
tF(GAA)F	0	0	0
tF(GAA)G	0	0	0
tF(GAA)H1	0	0	0
tF(GAA)H2	0	0	0
tF(GAA)M	0	0	0
tF(GAA)N	0	0	0
tF(GAA)P1	0	0	0
tF(GAA)P2	0	0	0
tF(GAA)Q	0	0	0
tG(CCC)D	0	0	0
tG(CCC)O	0	0	0
tG(GCC)B	0	0	0
tG(GCC)C	0	0	0
tG(GCC)D1	0	0	0
tG(GCC)D2	0	0	0
tG(GCC)E	0	0	0
tG(GCC)F1	0	0	0
tG(GCC)F2	0	0	0
tG(GCC)G1	0	0	0
tG(GCC)G2	0	0	0
tG(GCC)J1	0	0	0
tG(GCC)J2	0	0	0
tG(GCC)M	0	0	0
tG(GCC)O1	0	0	0
tG(GCC)O2	0	0	0
tG(GCC)P1	0	0	0
tG(GCC)P2	0	0	0
tG(UCC)G	0	0	0
tG(UCC)N	0	0	0
tG(UCC)O	0	0	0
tG(UCC)Q	0	0	0
tH(GUG)E1	0	0	0
tH(GUG)E2	0	0	0
tH(GUG)G1	0	0	0
tH(GUG)G2	0	0	0
tH(GUG)H	0	0	0
tH(GUG)K	0	0	0
tH(GUG)M	0	0	0
tH(GUG)Q	0	0	0
tI(AAU)B	0	0	0
tI(AAU)D	0	0	0
tI(AAU)E1	0	0	0
tI(AAU)E2	0	0	0
tI(AAU)G	0	0	0
tI(AAU)I1	0	0	0
tI(AAU)I2	0	0	0
tI(AAU)L1	0	0	0
tI(AAU)L2	0	0	0
tI(AAU)N1	0	0	0
tI(AAU)N2	0	0	0
tI(AAU)P1	0	0	0
tI(AAU)P2	0	0	0
tI(GAU)Q	0	0	0
tI(UAU)D	0	0	0
tI(UAU)L	0	0	0
tK(CUU)C	0	0	0
tK(CUU)D1	0	0	0
tK(CUU)D2	0	0	0
tK(CUU)E1	0	0	0
tK(CUU)E2	0	0	0
tK(CUU)F	0	0	0
tK(CUU)G1	0	0	0
tK(CUU)G2	0	0	0
tK(CUU)G3	0	0	0
tK(CUU)I	0	0	0
tK(CUU)J	0	0	0
tK(CUU)K	0	0	0
tK(CUU)M	0	0	0
tK(CUU)P	0	0	0
tK(UUU)D	0	0	0
tK(UUU)G1	0	0	0
tK(UUU)G2	0	0	0
tK(UUU)K	0	0	0
tK(UUU)L	0	0	0
tK(UUU)O	0	0	0
tK(UUU)P	0	0	0
tK(UUU)Q	0	0	0
tL(CAA)A	0	0	0
tL(CAA)C	0	0	0
tL(CAA)D	0	0	0
tL(CAA)G1	0	0	0
tL(CAA)G2	0	0	0
tL(CAA)G3	0	0	0
tL(CAA)K	0	0	0
tL(CAA)L	0	0	0
tL(CAA)M	0	0	0
tL(CAA)N	0	0	0
tL(GAG)G	0	0	0
tL(UAA)B1	0	0	0
tL(UAA)B2	0	0	0
tL(UAA)D	0	0	0
tL(UAA)J	0	0	0
tL(UAA)K	0	0	0
tL(UAA)L	0	0	0
tL(UAA)N	0	0	0
tL(UAA)Q	0	0	0
tL(UAG)J	0	0	0
tL(UAG)L1	0	0	0
tL(UAG)L2	0	0	0
tM(CAU)C	0	0	0
tM(CAU)D	0	0	0
tM(CAU)E	0	0	0
tM(CAU)J1	0	0	0
tM(CAU)J2	0	0	0
tM(CAU)J3	0	0	0
tM(CAU)M	0	0	0
tM(CAU)O1	0	0	0
tM(CAU)O2	0	0	0
tM(CAU)P	0	0	0
tM(CAU)Q1	0	0	0
tM(CAU)Q2	0	0	0
tN(GUU)C	0	0	0
tN(GUU)F	0	0	0
tN(GUU)G	0	0	0
tN(GUU)K	0	0	0
tN(GUU)L	0	0	0
tN(GUU)N1	0	0	0
tN(GUU)N2	0	0	0
tN(GUU)O1	0	0	0
tN(GUU)O2	0	0	0
tN(GUU)P	0	0	0
tN(GUU)Q	0	0	0
tP(AGG)C	0	0	0
tP(AGG)N	0	0	0
tP(UGG)A	0	0	0
tP(UGG)F	0	0	0
tP(UGG)H	0	0	0
tP(UGG)L	0	0	0
tP(UGG)M	0	0	0
tP(UGG)N1	0	0	0
tP(UGG)N2	0	0	0
tP(UGG)O1	0	0	0
tP(UGG)O2	0	0	0
tP(UGG)O3	0	0	0
tP(UGG)Q	0	0	0
tQ(CUG)M	0	0	0
tQ(UUG)B	0	0	0
tQ(UUG)C	0	0	0
tQ(UUG)D1	0	0	0
tQ(UUG)D2	0	0	0
tQ(UUG)D3	0	0	0
tQ(UUG)E1	0	0	0
tQ(UUG)E2	0	0	0
tQ(UUG)H	0	0	0
tQ(UUG)L	0	0	0
tQ(UUG)Q	0	0	0
tR(ACG)D	0	0	0
tR(ACG)E	0	0	0
tR(ACG)J	0	0	0
tR(ACG)K	0	0	0
tR(ACG)L	0	0	0
tR(ACG)O	0	0	0
tR(ACG)Q2	0	0	0
tR(CCG)L	0	0	0
tR(CCU)J	0	0	0
tR(UCU)B	0	0	0
tR(UCU)D	0	0	0
tR(UCU)E	0	0	0
tR(UCU)G1	0	0	0
tR(UCU)G2	0	0	0
tR(UCU)G3	0	0	0
tR(UCU)J1	0	0	0
tR(UCU)J2	0	0	0
tR(UCU)K	0	0	0
tR(UCU)M1	0	0	0
tR(UCU)M2	0	0	0
tR(UCU)Q1	0	0	0
tS(AGA)A	0	0	0
tS(AGA)B	0	0	0
tS(AGA)D1	0	0	0
tS(AGA)D2	0	0	0
tS(AGA)D3	0	0	0
tS(AGA)E	0	0	0
tS(AGA)G	0	0	0
tS(AGA)H	0	0	0
tS(AGA)J	0	0	0
tS(AGA)L	0	0	0
tS(AGA)M	0	0	0
tS(CGA)C	0	0	0
tS(GCU)F	0	0	0
tS(GCU)O	0	0	0
tS(GCU)Q1	0	0	0
tS(UGA)E	0	0	0
tS(UGA)I	0	0	0
tS(UGA)P	0	0	0
tS(UGA)Q2	0	0	0
tT(AGU)B	0	0	0
tT(AGU)C	0	0	0
tT(AGU)D	0	0	0
tT(AGU)H	0	0	0
tT(AGU)I1	0	0	0
tT(AGU)I2	0	0	0
tT(AGU)J	0	0	0
tT(AGU)N1	0	0	0
tT(AGU)N2	0	0	0
tT(AGU)O1	0	0	0
tT(AGU)O2	0	0	0
tT(CGU)K	0	0	0
tT(UAG)Q2	0	0	0
tT(UGU)G1	0	0	0
tT(UGU)G2	0	0	0
tT(UGU)H	0	0	0
tT(UGU)P	0	0	0
tT(UGU)Q1	0	0	0
tV(AAC)E1	0	0	0
tV(AAC)E2	0	0	0
tV(AAC)G1	0	0	0
tV(AAC)G2	0	0	0
tV(AAC)G3	0	0	0
tV(AAC)H	0	0	0
tV(AAC)J	0	0	0
tV(AAC)K1	0	0	0
tV(AAC)K2	0	0	0
tV(AAC)L	0	0	0
tV(AAC)M1	0	0	0
tV(AAC)M2	0	0	0
tV(AAC)M3	0	0	0
tV(AAC)O	0	0	0
tV(CAC)D	0	0	0
tV(CAC)H	0	0	0
